Order_ID,Order_Date,Order_Quantity,Garment_Type,Fabric_Type,Fabric_Width_inches,Pattern_Complexity,Season,Supplier_ID,Production_Line,Operator_Experience_Years,Fabric_GSM,Marker_Efficiency_%,Expected_Defect_Rate_%,Fabric_Width_cm,Base_Consumption_Per_Unit_yards,Planned_BOM_yards,Actual_Consumption_yards,Variance_yards,Variance_%,Measurement_Unit,Order_Size_Category,Fabric_Cost_Per_yard,Planned_Cost_USD,Actual_Cost_USD,Waste_Cost_USD,Savings_Potential_USD,Efficiency_x_Experience,Defect_x_Complexity,Order_Value_USD,Garment_Type_Encoded,Fabric_Type_Encoded,Complexity_Encoded,Season_Encoded
ORD_000289,2022-02-27,3270,Pants,Silk,71,Simple,Spring,SUP_8,Line_A,7,165.21082508471,79.39933678205087,1.3198510909543208,180.34,2.425669952977709,8328.537783548963,8167.831168332168,-160.7066152167954,-1.9295897958730874,yards,XLarge,22.86000000078821,190390.37373849394,186716.62051451133,0.0,3673.7532239826137,555.795357474356,1.3198510909543208,181324.16546523233,2,4,2,1
ORD_000290,2022-02-27,799,Jacket,Cotton-Blend,59,Complex,Winter,SUP_3,Line_A,2,113.89165729963068,81.67553084111141,2.1337217852882477,149.86,5.516960186272521,4628.453748273331,4962.528409148473,334.0746608751415,7.217845938284892,yards,Medium,6.400800000220699,29625.806752969434,31764.151842372772,2138.345089403336,2138.345089403336,163.35106168222282,2.8805244101391345,28215.05405044708,1,1,0,3
ORD_000291,2022-02-28,1239,Pants,Cotton,63,Complex,Winter,SUP_9,Line_C,14,209.201364988242,85.85572897541839,6.491675596124722,160.02,3.690483571316085,4801.134602103662,5069.934629295253,268.80002719159165,5.5986771767201535,yards,Medium,7.772400000267992,37316.33858267716,39405.55991409313,2089.221331415963,2089.221331415963,1201.9802056558574,8.763762054768375,35539.37007874015,2,0,0,3
ORD_000292,2022-02-28,290,Jacket,Polyester,55,Complex,Winter,SUP_6,Line_C,17,163.362892504717,91.58566383109897,0.05072958430623313,139.7,5.918193654365068,1802.0899677541636,1834.198960581604,32.10899282744049,1.7817641406358862,yards,Small,5.669280000195477,10216.552612741592,10398.58748360462,182.03487086302837,182.03487086302837,1556.9562851286826,0.06848493881341473,9730.050107372943,1,3,0,3
ORD_000293,2022-02-28,2400,Jacket,Denim,63,Complex,Winter,SUP_7,Line_B,13,219.31136544795314,82.57385955405546,2.2557668875071144,160.02,5.166676999842519,13020.026039603148,13269.676628347466,249.65058874431816,1.9174354028552123,yards,Large,8.68680000029952,113102.36220472438,115271.0269391033,2168.664734378918,2168.664734378918,1073.460174202721,3.045285298134605,107716.53543307085,1,2,0,3
ORD_000294,2022-02-28,1080,Pants,Cotton,59,Complex,Summer,SUP_9,Line_B,2,212.67244882081022,81.48186608242928,0.12873021368837304,149.86,3.9406858473375146,4468.737750880742,4571.9244293248585,103.1866784441163,2.30907885395108,yards,Medium,7.772400000267992,34732.81729614307,35534.82543570977,802.0081395667028,802.0081395667028,162.96373216485856,0.17378578847930362,33078.873615374345,2,0,0,2
ORD_000295,2022-02-28,3075,T-Shirt,Polyester,63,Simple,Summer,SUP_7,Line_A,5,176.66221096694278,85.37931758139302,0.3459550662845647,160.02,1.3121719364679414,4236.675139870866,4035.0868080424784,-201.58833182838725,-4.758172981715367,yards,XLarge,5.669280000195477,24018.897637795275,22876.03693988783,0.0,1142.8606979074452,426.8965879069651,0.3459550662845647,22875.140607424073,4,3,2,2
ORD_000296,2022-03-01,1284,Dress,Cotton-Blend,63,Complex,Fall,SUP_10,Line_B,4,191.88371414545585,81.64108881208126,0.3806460990601111,160.02,4.428580285579302,5970.6119410180145,6299.545160336868,328.93321931885384,5.5092044595812295,yards,Medium,6.400800000220699,38216.692913385814,40322.128663674535,2105.435750288715,2105.435750288715,326.56435524832506,0.51387223373115,36396.85039370078,0,1,0,0
ORD_000297,2022-03-01,3427,Jacket,Silk,71,Medium,Summer,SUP_9,Line_A,3,182.83874536880973,87.3799628565822,0.7975921024381426,180.34,3.9053286242941105,14052.739255228715,12619.478482727212,-1433.2607725015023,-10.19915581204723,yards,XLarge,22.86000000078821,321245.6193856049,288481.2781250909,0.0,32764.341260514055,262.1398885697466,0.9172309178038639,305948.20893867133,1,4,1,2
ORD_000298,2022-03-01,3494,Jacket,Denim,71,Simple,Winter,SUP_1,Line_B,14,137.969989029795,85.3820076917539,3.559255132608177,180.34,3.395937934168792,12458.677499085046,12175.469936600315,-283.20756248473117,-2.273175162496418,yards,XLarge,8.68680000029952,108226.0397027836,105765.87224890642,0.0,2460.167453877189,1195.3481076845546,3.559255132608177,103072.41876455583,1,2,2,3
ORD_000299,2022-03-01,227,T-Shirt,Cotton-Blend,55,Simple,Winter,SUP_1,Line_B,11,222.70140877327054,88.49276626520378,3.879181883876939,139.7,1.5030333090450967,358.2479892108988,382.18444968124345,23.936460470344628,6.681533795365799,yards,Small,6.400800000220699,2293.0737294201863,2446.2862256040507,153.21249618386466,153.21249618386466,973.4204289172417,3.879181883876939,2183.879742304939,4,1,2,3
ORD_000300,2022-03-01,2165,Shirt,Polyester,71,Medium,Spring,SUP_3,Line_A,8,172.32360435986732,89.47118043681769,0.9398533848947072,180.34,2.0084547210655423,4565.719694662244,4514.29026983672,-51.42942482552462,-1.126425366972275,yards,Large,5.669280000195477,25884.343351447264,25592.77554186236,0.0,291.5678095849035,715.7694434945415,1.080831392628913,24651.755572806913,3,3,1,1
ORD_000301,2022-03-02,1916,T-Shirt,Denim,63,Complex,Spring,SUP_9,Line_C,9,180.70840583320862,86.83165235987084,1.128814392221726,160.02,1.7714321142317209,3563.7671274113764,3452.2637857101295,-111.50334170124688,-3.128805494713676,yards,Large,8.68680000029952,30957.732283464564,29989.125054740776,0.0,968.6072287237889,781.4848712388376,1.5238994294993302,29483.554555680534,4,2,0,1
ORD_000302,2022-03-02,669,T-Shirt,Cotton,71,Medium,Fall,SUP_1,Line_C,16,181.13677307211105,90.76927098759754,0.48932361479188075,180.34,1.3389698140436948,940.5593458749936,917.2990472244951,-23.2602986504985,-2.4730282839154247,yards,Medium,7.772400000267992,7310.403460130863,7129.615114893494,0.0,180.7883452373681,1452.3083358015606,0.5627221570106629,6962.289009648439,4,0,1,0
ORD_000303,2022-03-02,1995,Jacket,Silk,59,Simple,Summer,SUP_1,Line_B,3,173.21871369420637,83.3122179257611,1.133077662688879,149.86,4.086637175016682,8560.483222366194,8450.800617304283,-109.68260506191109,-1.2812665151348062,yards,Large,22.86000000078821,195692.6464700387,193185.30211823693,0.0,2507.3443518017407,249.9366537772833,1.133077662688879,186373.94901908445,1,4,2,2
ORD_000304,2022-03-02,2833,Dress,Polyester,63,Simple,Winter,SUP_5,Line_C,10,199.18881981304133,77.78039982553327,0.6427105620595481,160.02,3.280429841169853,9758.130627035905,9713.875049546261,-44.255577489644566,-0.4535251594914085,yards,Large,5.669280000195477,55321.57480314961,55070.677542790465,0.0,250.8972603591431,777.8039982553327,0.6427105620595481,52687.21409823771,0,3,2,3
ORD_000305,2022-03-02,3963,T-Shirt,Silk,63,Simple,Summer,SUP_8,Line_B,1,177.08147893514018,79.61185471664693,0.38445930914938903,160.02,1.3121719364679414,5460.144253433575,5232.811794332415,-227.33245910115966,-4.163488152500791,yards,XLarge,22.86000000078821,124818.89763779526,119622.07762256356,0.0,5196.820015231696,79.61185471664693,0.38445930914938903,118875.14060742407,4,4,2,2
ORD_000306,2022-03-03,4821,Shirt,Denim,63,Medium,Fall,SUP_2,Line_D,9,164.61003454966442,84.57362523219216,0.34506264283554633,160.02,2.2634965904071986,11457.93291547076,11405.24981477625,-52.68310069450854,-0.4597958557025118,yards,XLarge,8.68680000029952,99532.77165354327,99075.12409441444,0.0,457.64755912883646,761.1626270897294,0.3968220392608782,94793.1158605174,3,2,1,0
ORD_000307,2022-03-03,4114,Pants,Cotton-Blend,59,Complex,Spring,SUP_4,Line_D,16,167.56606823430477,87.08917840103327,2.98907049889697,149.86,3.9406858473375146,17022.580654743862,16681.370344760337,-341.2103099835258,-2.0044570027543807,yards,XLarge,6.400800000220699,108958.13425864138,106774.11530642353,0.0,2184.0189522178566,1393.4268544165323,4.035245173510909,103769.65167489655,2,1,0,1
ORD_000308,2022-03-03,3001,T-Shirt,Silk,63,Simple,Winter,SUP_6,Line_D,9,229.87998640030193,87.91857260543941,0.24873873473199287,160.02,1.3121719364679414,4134.719380407307,4008.405733285694,-126.31364712161258,-3.054950904773846,yards,XLarge,22.86000000078821,94519.68503937006,91632.15506607044,0.0,2887.5299732996255,791.2671534489547,0.24873873473199287,90018.74765654291,4,4,2,3
ORD_000309,2022-03-03,1786,T-Shirt,Cotton,71,Complex,Spring,SUP_1,Line_C,12,181.77774218187406,81.761394804176,1.914405000529986,180.34,1.5718341295295553,2947.6605431067755,2851.6688633886315,-95.99167971814404,-3.2565377971566134,yards,Large,7.772400000267992,22910.39680603305,22164.311074566023,0.0,746.0857314670277,981.1367376501121,2.584446750715481,21819.425529555283,4,0,0,1
ORD_000310,2022-03-03,3109,Shirt,Polyester,59,Simple,Winter,SUP_4,Line_C,1,228.74656038809792,89.32733463898685,0.3666009034318737,149.86,2.1016991185800076,6860.891687648506,6732.887475222897,-128.0042124256097,-1.8657081069513533,yards,XLarge,5.669280000195477,38896.31602829307,38170.624306847785,0.0,725.6917214452824,89.32733463898685,0.3666009034318737,37044.11050313625,3,3,2,3
ORD_000311,2022-03-04,254,Dress,Cotton,63,Complex,Spring,SUP_4,Line_A,16,151.31243018625628,73.40042670551583,3.638336389222823,160.02,4.428580285579302,1181.102362164,1319.8331066731903,138.73074450919034,11.745869702183114,yards,Small,7.772400000267992,9180.0,10258.270838660408,1078.2708386604097,1078.2708386604097,1174.4068272882532,4.911754125450812,8742.857142857141,0,0,0,1
ORD_000312,2022-03-04,2637,T-Shirt,Silk,71,Medium,Spring,SUP_9,Line_C,8,160.632154929307,82.2644706616769,0.6416976314665592,180.34,1.3389698140436948,3707.406569614885,3573.578186856057,-133.82838275882796,-3.6097573936362113,yards,Large,22.86000000078821,84751.31418431849,81691.9973543462,0.0,3059.316829972292,658.1157652934152,0.737952276186543,80715.53731839855,4,4,1,1
ORD_000313,2022-03-04,1509,T-Shirt,Cotton-Blend,71,Simple,Fall,SUP_9,Line_B,14,165.50350556543606,87.47082179231371,0.09186481828856424,180.34,1.1643215774293,1844.8093233578545,1886.1692462760964,41.359922918241864,2.2419619412460494,yards,Large,6.400800000220699,11808.255517356103,12072.992111980313,264.7365946242106,264.7365946242106,1224.591505092392,0.09186481828856424,11245.95763557724,4,1,2,0
ORD_000314,2022-03-04,4157,Dress,Cotton-Blend,55,Simple,Summer,SUP_6,Line_A,14,177.53611774143178,89.56329156842514,1.2032270042789417,139.7,3.757583272612742,16401.287347463727,15922.762184167315,-478.52516329641185,-2.917607338733751,yards,XLarge,6.400800000220699,104981.36005726557,101918.4161919323,0.0,3062.943865333283,1253.886081957952,1.2032270042789417,99982.24767358626,0,1,2,2
ORD_000315,2022-03-04,884,Shirt,Cotton,71,Simple,Spring,SUP_8,Line_C,10,158.56408542867337,88.78573677157239,10.0,180.34,1.7464823661439501,1621.0849322548145,1796.3634752509436,175.2785429961291,10.812421947092496,yards,Medium,7.772400000267992,12599.720527891757,13962.055475521845,1362.334947630087,1362.334947630087,887.8573677157239,10.0,11999.73383608739,3,0,2,1
ORD_000316,2022-03-05,3275,T-Shirt,Denim,71,Medium,Winter,SUP_10,Line_A,1,176.1510904355302,89.65213463577923,3.354760196563912,180.34,1.3389698140436948,4604.382448042756,4444.455358363559,-159.9270896791968,-3.473366764899798,yards,XLarge,8.68680000029952,39997.34945103691,38608.09480836377,0.0,1389.254642673148,89.65213463577923,3.8579742260484986,38092.7137628923,4,2,1,3
ORD_000317,2022-03-05,4441,Dress,Denim,55,Medium,Summer,SUP_4,Line_C,6,186.03722350756013,85.86750936433106,1.6891614089837772,139.7,4.321220763504653,20150.068481260372,19031.513578676495,-1118.5549025838773,-5.551122089853624,yards,XLarge,8.68680000029952,175039.61488904795,165322.9521609473,0.0,9716.662728100655,515.2050561859863,1.9425356203313435,166704.3951324266,0,2,1,2
ORD_000318,2022-03-05,2906,T-Shirt,Cotton-Blend,55,Complex,Summer,SUP_10,Line_B,9,210.15408809767877,84.3932256430726,0.42005688431913935,139.7,2.029094967210881,6191.377473450561,5893.653594385553,-297.7238790650081,-4.808685633232461,yards,Large,6.400800000220699,39629.768933428786,37724.09792824378,0.0,1905.6710051850112,759.5390307876534,0.5670767938308382,37742.637079455984,4,1,0,2
ORD_000319,2022-03-05,637,Pants,Cotton,59,Medium,Spring,SUP_8,Line_D,19,139.7112945843799,75.60982484113869,0.2500043971946137,149.86,3.3568805366208454,2245.2495469188525,2313.604740414006,68.35519349515334,3.0444363562596823,yards,Medium,7.772400000267992,17450.9775790738,17982.261485013845,531.2839059400485,531.2839059400485,1436.5866719816352,0.2875050567738057,16619.97864673695,2,0,1,1
ORD_000320,2022-03-05,1941,Jacket,Cotton,71,Simple,Spring,SUP_3,Line_D,16,207.86773286036794,83.78974217000209,3.64712624594444,180.34,3.395937934168792,6921.091306732707,7078.372987402498,157.28168066979106,2.2724982766343564,yards,Large,7.772400000267992,53793.49007430409,55015.94620918413,1222.4561348800344,1222.4561348800344,1340.6358747200334,3.64712624594444,51231.895308861036,1,0,2,1
ORD_000321,2022-03-06,2555,Pants,Cotton,59,Complex,Spring,SUP_2,Line_B,19,202.16184013359074,79.26342953777309,3.0995795855489368,149.86,3.9406858473375146,10571.874956944715,10536.446998620813,-35.4279583239022,-0.3351151850375359,yards,Large,7.772400000267992,82168.84091819028,81893.4806549041,0.0,275.36026328619187,1506.0051612176887,4.184432440491065,78256.03896970504,2,0,0,1
ORD_000322,2022-03-06,624,T-Shirt,Silk,59,Medium,Summer,SUP_6,Line_A,11,150.77366014193782,88.081421789108,1.2404945462784907,149.86,1.6113026575780056,1055.7255012451094,985.670606519791,-70.05489472531838,-6.635711142971967,yards,Medium,22.86000000078821,24133.884959295337,22532.43006581934,0.0,1601.4548934759962,968.8956396801881,1.4265687282202641,22984.65234218603,4,4,1,2
ORD_000323,2022-03-06,3050,Shirt,Denim,63,Complex,Fall,SUP_5,Line_D,11,156.34635333309066,78.16078611033124,1.094321256783567,160.02,2.6571481713475813,8509.517018740631,8170.894238322025,-338.62278041860645,-3.979341949406208,yards,XLarge,8.68680000029952,73920.47244094488,70978.92407190311,0.0,2941.548369041775,859.7686472136437,1.4773336966578154,70400.44994375702,3,2,0,0
ORD_000324,2022-03-06,4231,Jacket,Denim,59,Complex,Spring,SUP_8,Line_C,14,190.755148715926,84.22423013722803,2.7619991209012142,149.86,5.516960186272521,24509.371475524986,24592.713626931436,83.34215140645028,0.3400419773704748,yards,XLarge,8.68680000029952,212908.0081409315,213631.984741794,723.9766008625149,723.9766008625149,1179.1392219211925,3.7286988132166394,202769.53156279193,1,2,0,1
ORD_000325,2022-03-06,4880,Pants,Silk,59,Complex,Summer,SUP_1,Line_C,7,161.09942238773448,79.04910978664024,1.5359037410083376,149.86,3.9406858473375146,20192.074281757425,20612.23658859646,420.1623068390363,2.080827858377249,yards,XLarge,22.86000000078821,461590.81809689035,471195.7284315619,9604.910334671547,9604.910334671547,553.3437685064818,2.073470050361256,439610.30294941936,2,4,0,2
ORD_000326,2022-03-07,4215,Dress,Polyester,59,Simple,Summer,SUP_10,Line_A,12,221.12954783460376,84.94070720178941,1.0355972631769008,149.86,3.502831864300013,15502.658123425783,14988.576515340072,-514.0816080857112,-3.3160868542207735,yards,XLarge,5.669280000195477,87888.90964900574,84974.43706981708,0.0,2914.4725791886517,1019.288486421473,1.0355972631769008,83703.72347524356,0,3,2,2
ORD_000327,2022-03-07,2468,Shirt,Silk,59,Simple,Winter,SUP_3,Line_A,20,179.8017213294212,84.34217811708275,0.57995836704562,149.86,2.1016991185800076,5446.343095888232,5411.176102907648,-35.16699298058393,-0.6456991849656623,yards,Large,22.86000000078821,124503.40317629786,123699.48571673398,0.0,803.9174595638676,1686.8435623416551,0.57995836704562,118574.66969171223,3,4,2,3
ORD_000328,2022-03-07,3947,Pants,Cotton,55,Medium,Spring,SUP_7,Line_B,20,143.7093608938391,76.23222928878037,0.2615013930463493,139.7,3.6010173029205443,14923.876059358758,15257.700816527115,333.8247571683569,2.236850238105639,yards,XLarge,7.772400000267992,115994.33428775948,118588.95383046429,2594.619542704799,2594.619542704799,1524.6445857756075,0.30072660200330165,110470.79455977095,2,0,1,1
ORD_000329,2022-03-07,4595,Dress,Silk,71,Simple,Fall,SUP_10,Line_D,5,146.4884739690264,86.7212883999612,1.8067167907348747,180.34,2.9108039435732502,14043.90132675504,13244.094513889146,-799.8068128658942,-5.695047225532567,yards,XLarge,22.86000000078821,321043.58434068976,302760.000597945,0.0,18283.58374274476,433.60644199980595,1.8067167907348747,305755.7946101807,0,4,2,0
ORD_000330,2022-03-07,2801,T-Shirt,Cotton,63,Complex,Winter,SUP_4,Line_A,1,135.29958059991878,83.57697521357137,3.4979615063211047,160.02,1.7714321142317209,5209.870419561203,5748.728722591598,538.8583030303953,10.343026978313603,yards,Large,7.772400000267992,40493.196850393695,44681.41912501155,4188.222274617854,4188.222274617854,83.57697521357137,4.722248033533492,38564.94938132733,4,0,0,3
ORD_000331,2022-03-08,1071,Dress,Cotton-Blend,55,Complex,Spring,SUP_10,Line_D,11,176.85437355988054,85.13961349225784,2.7422843751493002,139.7,5.072737418027202,5704.54686344249,5772.9238577751,68.3769943326106,1.198640242063811,yards,Medium,6.400800000220699,36513.66356478168,36951.33103012094,437.66746533926465,437.66746533926465,936.5357484148362,3.7020839064515556,34774.91768074446,0,1,0,1
ORD_000332,2022-03-08,1266,Pants,Cotton,63,Simple,Winter,SUP_5,Line_D,15,178.2800768637567,82.92419967860342,2.3835513352751647,160.02,2.733691534308211,3633.896156555905,3563.094526426954,-70.80163012895082,-1.9483669064460671,yards,Medium,7.772400000267992,28244.09448818897,27693.79589815574,0.0,550.2985900332317,1243.8629951790513,2.3835513352751647,26899.137607799017,2,0,2,3
ORD_000333,2022-03-08,2874,Pants,Denim,63,Complex,Spring,SUP_8,Line_C,10,195.38294729304826,81.41574384705277,5.285989198132005,160.02,3.690483571316085,11136.77227316055,10799.616340822982,-337.1559323375677,-3.0274115701378603,yards,Large,8.68680000029952,96742.91338582676,93814.10723269578,0.0,2928.806153130968,814.1574384705277,7.136085417478207,92136.10798650168,2,2,0,1
ORD_000334,2022-03-08,2082,T-Shirt,Silk,55,Simple,Winter,SUP_1,Line_A,15,217.88577702779338,88.78394184019402,1.003456734728616,139.7,1.5030333090450967,3285.781116903486,3304.699688377936,18.918571474450346,0.5757708989538285,yards,Large,22.86000000078821,75112.95633500358,75545.43487892442,432.47854392084673,432.47854392084673,1331.7591276029102,1.003456734728616,71536.1488904796,4,4,2,3
ORD_000335,2022-03-08,953,Dress,Cotton,59,Complex,Fall,SUP_1,Line_B,13,180.36377474519207,90.15595975006035,0.2951854505742937,149.86,4.728823016805018,4731.896751765942,4606.80168882844,-125.09506293750201,-2.643655800199287,yards,Medium,7.772400000267992,36778.19431469372,35805.90544748475,0.0,972.288867208965,1172.0274767507844,0.3985003582752965,35026.851728279726,0,0,0,0
ORD_000336,2022-03-09,4246,Dress,Polyester,55,Medium,Winter,SUP_7,Line_A,15,218.01769728461466,89.84513860781097,0.21505706861956522,139.7,4.321220763504653,19265.298529932796,17693.588873686556,-1571.7096562462393,-8.158241896974758,yards,XLarge,5.669280000195477,109220.37165354332,100309.90953327241,0.0,8910.462120270913,1347.6770791171646,0.24731562891249997,104019.40157480315,0,3,1,3
ORD_000337,2022-03-09,3836,T-Shirt,Cotton-Blend,63,Medium,Winter,SUP_9,Line_D,2,158.12865951878203,78.16272085939104,6.202722368181231,160.02,1.5089977269381325,6077.941044561409,6361.924112759101,283.98306819769186,4.672356413391048,yards,XLarge,6.400800000220699,38903.685039370066,40721.40386235253,1817.718822982461,1817.718822982461,156.3254417187821,7.133130723408415,37051.12860892388,4,1,1,3
ORD_000338,2022-03-09,3869,Dress,Polyester,63,Simple,Winter,SUP_4,Line_C,13,135.83732797544724,91.94286987369308,1.778150004414346,160.02,3.280429841169853,13326.582208260472,12724.536941030185,-602.0452672302872,-4.517626934061983,yards,XLarge,5.669280000195477,75552.12598425196,72138.96279153095,0.0,3413.1631927210087,1195.25730835801,1.778150004414346,71954.40569928758,0,3,2,3
ORD_000339,2022-03-09,674,T-Shirt,Polyester,59,Simple,Spring,SUP_8,Line_A,12,203.79608903967028,87.81459988567406,3.329829804163788,149.86,1.4011327457200051,991.5816441460477,1002.9087001260642,11.327055980016553,1.142322071701059,yards,Medium,5.669280000195477,5621.553983718137,5685.770235646739,64.21625192860242,64.21625192860242,1053.7751986280887,3.329829804163788,5353.8609368744155,4,3,2,1
ORD_000340,2022-03-09,3361,Shirt,Polyester,55,Simple,Spring,SUP_10,Line_A,4,201.74049322888868,91.24713948021427,1.5338451724879985,139.7,2.2545499635676456,7956.419548928399,7490.174460850494,-466.24508807790517,-5.8599862062414845,yards,XLarge,5.669280000195477,45107.170221904096,42463.89626887465,0.0,2643.2739530294466,364.9885579208571,1.5338451724879985,42959.20973514676,3,3,2,1
ORD_000341,2022-03-10,1248,Pants,Cotton-Blend,71,Simple,Fall,SUP_7,Line_A,12,187.59570021332883,91.16334754858528,1.0166388554194012,180.34,2.425669952977709,3178.5979063819896,3131.3049726414,-47.29293374058943,-1.4878551843765666,yards,Medium,6.400800000220699,20345.569479871352,20042.856869574152,0.0,302.71261029720233,1093.9601705830232,1.0166388554194012,19376.73283797272,2,1,2,0
ORD_000342,2022-03-10,1815,Shirt,Cotton-Blend,63,Simple,Winter,SUP_2,Line_B,15,200.4381128556531,86.74549358289599,0.4469613434332759,160.02,1.968257904701912,3751.0075018856687,3723.3694569095774,-27.63804497609135,-0.7368165742723103,yards,Large,6.400800000220699,24009.448818897632,23832.543220608568,0.0,176.9055982890652,1301.1824037434399,0.4469613434332759,22866.14173228346,3,1,2,3
ORD_000343,2022-03-10,4877,Jacket,Cotton-Blend,55,Complex,Summer,SUP_5,Line_B,13,110.74266332013829,81.02772740583777,3.881563472947723,139.7,5.918193654365068,30306.181974955365,29003.686326718092,-1302.4956482372727,-4.297788646928994,yards,XLarge,6.400800000220699,193983.80959198286,185646.79544645827,0.0,8337.014145524596,1053.360456275891,5.240110688479427,184746.48532569793,1,1,0,2
ORD_000344,2022-03-10,3954,Jacket,Cotton-Blend,59,Medium,Winter,SUP_9,Line_B,2,165.91682303025098,81.20814345936404,0.1312440553946161,149.86,4.699632751269184,19511.465293444275,19464.461729152186,-47.00356429208841,-0.2409022776361205,yards,XLarge,6.400800000220699,124888.98705458429,124588.1266402531,0.0,300.86041433117316,162.41628691872808,0.15093066370380848,118941.89243293738,1,1,1,3
ORD_000345,2022-03-10,2591,Jacket,Polyester,59,Complex,Summer,SUP_9,Line_B,20,213.56528579368725,81.59767727572077,4.6098330691602625,149.86,5.516960186272521,15009.166034763706,15039.529167933304,30.36313316959786,0.20229727020989594,yards,Large,5.669280000195477,85091.16482049914,85263.30192412081,172.13710362167305,172.13710362167305,1631.9535455144155,6.223274643366355,81039.20459095156,1,3,0,2
ORD_000346,2022-03-11,2760,T-Shirt,Denim,71,Medium,Summer,SUP_3,Line_C,16,172.25811888771347,84.09493027473277,0.45885847703848803,180.34,1.3389698140436948,3880.334521098628,3639.2205873074054,-241.11393379122273,-6.213740915382647,yards,Large,8.68680000029952,33707.689919041804,31613.18139891199,0.0,2094.508520129812,1345.5188843957244,0.5276872485942612,32102.561827658854,4,2,1,2
ORD_000347,2022-03-11,3224,Dress,Denim,63,Complex,Winter,SUP_3,Line_C,14,199.51301279268807,80.05670750724494,0.019153514045858883,160.02,4.428580285579302,14991.629982743054,15144.187686860489,152.5577041174347,1.017619193463584,yards,XLarge,8.68680000029952,130229.29133858265,131554.52960275568,1325.2382641730258,1325.2382641730258,1120.7939051014291,0.02585724396190949,124027.89651293585,0,2,0,3
ORD_000348,2022-03-11,3151,Shirt,Cotton-Blend,71,Complex,Summer,SUP_2,Line_B,2,258.0800497621878,76.42398946170668,0.21940009146877623,180.34,2.357751194294333,7800.737713882516,7640.1054361798415,-160.6322777026744,-2.0591934198326722,yards,XLarge,6.400800000220699,49930.961960740824,48902.78687758609,0.0,1028.1750831547297,152.84797892341336,0.29619012348284796,47553.29710546745,3,1,0,2
ORD_000349,2022-03-11,104,Shirt,Silk,71,Complex,Summer,SUP_7,Line_D,17,210.66816840165703,76.58071589652556,4.299877584039427,180.34,2.357751194294333,257.46643041694114,271.31990032069905,13.853469903757912,5.380689778206659,yards,Small,22.86000000078821,5885.682599534212,6202.372921545038,316.6903220108253,316.6903220108253,1301.8721702409346,5.804834738453227,5605.411999556393,3,4,0,2
ORD_000350,2022-03-11,4969,Shirt,Cotton,71,Simple,Winter,SUP_6,Line_B,16,169.1958359322631,84.83085837469666,0.15312974197760928,180.34,1.7464823661439501,9112.184421237751,8847.805594462658,-264.37882677509333,-2.9013770414798246,yards,XLarge,7.772400000267992,70823.54219807028,68768.6842047727,0.0,2054.8579932975867,1357.2937339951466,0.15312974197760928,67450.99256959076,3,0,2,3
ORD_000351,2022-03-12,976,Shirt,Silk,71,Medium,Spring,SUP_5,Line_B,4,127.01088283680237,83.65335915183515,0.8777560689479862,180.34,2.0084547210655423,2058.2643981479678,2080.2242870336518,21.959888885683995,1.0669129245709912,yards,Medium,22.86000000078821,47051.924143284894,47553.92720322894,502.00305994404516,502.00305994404516,334.6134366073406,1.009419479290184,44811.35632693799,3,4,1,1
ORD_000352,2022-03-12,1091,Jacket,Silk,59,Simple,Winter,SUP_7,Line_D,11,201.4761934305682,87.54916479639269,0.5762085124703045,149.86,4.086637175016682,4681.4472158403605,4885.060337043757,203.61312120339608,4.349362746512261,yards,Medium,22.86000000078821,107017.88335780062,111672.47930867074,4654.595950870124,4654.595950870124,963.0408127603196,0.5762085124703045,101921.79367409581,1,4,2,3
ORD_000353,2022-03-12,4242,Shirt,Silk,63,Simple,Fall,SUP_4,Line_A,13,119.29829077920317,84.09776338821098,0.07510189231764387,160.02,1.968257904701912,8766.817533332787,8665.215637141895,-101.60189619089215,-1.1589370464776543,yards,XLarge,22.86000000078821,200409.44881889762,198086.82947189375,0.0,2322.6193470038784,1093.2709240467427,0.07510189231764387,190866.14173228343,3,4,2,0
ORD_000354,2022-03-12,4464,Dress,Denim,71,Complex,Summer,SUP_5,Line_D,6,156.30541409066828,90.7619622147449,1.5162968610404262,180.34,3.929585323823888,18418.75232982733,16649.778776846393,-1768.9735529809368,-9.60419859773162,yards,XLarge,8.68680000029952,160000.01774426084,144633.2982836962,0.0,15366.719460564645,544.5717732884693,2.0470007624045756,152380.9692802484,0,2,0,2
ORD_000355,2022-03-12,4565,Jacket,Cotton,63,Medium,Fall,SUP_9,Line_D,17,157.79147406680798,82.05357129739345,10.0,160.02,4.4012433702362195,21096.259784384754,22294.49497846944,1198.2351940846856,5.679846599972226,yards,XLarge,7.772400000267992,163968.5695538057,173281.7327766306,9313.16322282493,9313.16322282493,1394.9107120556887,11.5,156160.54243219594,1,0,1,0
ORD_000356,2022-03-13,735,Shirt,Silk,59,Medium,Summer,SUP_9,Line_C,1,176.37841917166872,86.65198431109593,3.834747156785566,149.86,2.4169539863670084,1865.2842389787388,1932.5799256316052,67.29568665286638,3.607797956289569,yards,Medium,22.86000000078821,42640.397704524206,44178.777101461776,1538.3793969375686,1538.3793969375686,86.65198431109593,4.409959230303401,40609.90257573734,3,4,1,2
